Clicked At,Replied At,Data Entered At,Attachment Opened At,Macro Enabled At,QR Code Scanned At,Opened At,Reported,Scheduled,Delivered At,Job Title,Division,Browser,Browser Version,Operating System,Email Template,Current PPP,Risk Score,Department,
,,,,,,,,4/15/24 19:45,4/15/24 19:46,Student,Undergraduate-Readmitted Student-Northfield Campus-College of Liberal Arts,,,,Hello All Cat Lovers!!!!! (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,4/15/24 17:17,4/15/24 17:18,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 14:30,4/17/24 14:30,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 12:59,4/15/24 12:59,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 20:04,4/17/24 20:04,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 12:20,4/17/24 12:20,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 19:35,4/17/24 19:35,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0.130435,46.0773,en,Business Administration
,,,,,,,,4/17/24 17:15,4/17/24 17:15,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 14:27,4/17/24 14:27,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 20:58,4/17/24 20:58,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Withdrawal is available (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 15:23,4/17/24 15:23,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 20:00,4/15/24 20:00,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,My Retirement Investments Statement (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,4/17/24 16:48,4/17/24 16:48,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Business Administration
,,,,,,4/17/24 21:11,,4/17/24 20:57,4/17/24 20:57,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Recent Amazon AWS Outage (Link),0.0869565,46.0773,en,Business Administration
,,,,,,4/16/24 21:24,,4/16/24 14:54,4/16/24 14:54,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Withdrawal is available (Link),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 19:44,4/16/24 19:44,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Apples: You recently requested a password reset for your Apples ID (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 15:40,4/17/24 15:40,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 20:11,4/17/24 20:11,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Withdrawal is available (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 17:08,4/15/24 17:08,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 14:54,4/17/24 14:55,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 12:05,4/15/24 12:05,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 16:58,4/17/24 16:58,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 15:05,4/16/24 15:05,Student,,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 13:53,4/15/24 13:53,Student,,,,,Steam: Malware Alert (Link),0.125,46.0773,en,Business Administration
,,,,,,,,4/16/24 15:23,4/16/24 15:23,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 12:51,4/17/24 12:51,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 17:38,4/15/24 17:38,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 16:20,4/15/24 16:20,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 17:16,4/16/24 17:16,Student,,,,,Instagram: Your video has been removed (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 13:55,4/17/24 13:55,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 12:19,4/15/24 12:19,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 17:02,4/16/24 17:02,Student,,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 16:58,4/17/24 16:58,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 20:24,4/16/24 20:24,Student,,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Business Administration
,,,,,,,,4/16/24 18:01,4/16/24 18:01,Student,,,,,X: You got paid! (PDF Attachment),0.125,46.0773,en,Business Administration
,,,,,,,,4/16/24 20:34,4/16/24 20:34,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 12:08,4/17/24 12:09,Student,,,,,Terra: Let's go to the moon! (QR Code),0.125,46.0773,en,Business Administration
,,,,,,,,4/17/24 15:47,4/17/24 15:47,Student,,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,4/17/24 16:09,,4/15/24 18:11,4/15/24 18:11,Student,,,,,Zelle: We declined your last transaction (Link),0.25,46.0773,en,Business Administration
,,,,,,,,4/17/24 20:13,4/17/24 20:13,Student,,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
,,,,,,,,4/17/24 15:13,4/17/24 15:13,Student,,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Business Administration
,,,,,,4/16/24 20:00,,4/16/24 14:00,4/16/24 14:01,Student,,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 14:00,4/15/24 14:00,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 17:03,4/15/24 17:03,Student,,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Business Administration
,,,,,,,,4/15/24 14:52,4/15/24 14:53,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Business Administration
,,,,,,4/17/24 23:19,,4/15/24 17:19,4/15/24 17:19,Student,,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 19:54,5/14/24 19:54,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 16:52,5/14/24 16:52,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Work for Amazon Remotely (Link),0.0454545,46.0773,en,Business Administration
,,,,,,,,5/15/24 18:35,5/15/24 18:35,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,My Retirement Investments Statement (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 15:10,5/15/24 15:10,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 12:58,5/15/24 12:58,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 18:54,5/14/24 18:54,Student,Undergraduate-Continuing-Northfield Campus-College Science - Mathematics,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 16:50,5/14/24 16:50,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Business Administration
,,,,,,,,5/15/24 19:22,5/15/24 19:22,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,5/13/24 20:25,5/13/24 20:25,Student,Undergraduate-Continuing-Northfield Campus-College Professional Schools,,,,Instagram: Your video has been removed (Link),0.0869565,46.0773,en,Business Administration
,,,,,,,,5/14/24 15:43,5/14/24 15:43,Student,EMP UNIFORM PROCUREMENT,,,,CCleaner: Download the new CCleaner Mobile app! (QR Code),0.0555556,46.0773,en,Business Administration
,,,,,,,,5/15/24 19:48,5/15/24 19:48,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,5/14/24 18:03,5/14/24 18:03,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Your Horoscope is ready (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 17:42,5/15/24 17:42,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Zelle: We declined your last transaction (Link),0,46.0773,en,Business Administration
,,,,,,,,5/13/24 19:24,5/13/24 19:24,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 18:26,5/14/24 18:26,Student,Undergraduate-Readmitted Student-Northfield Campus-College of Liberal Arts,,,,X: You got paid! (PDF Attachment),0.0434783,46.0773,en,Business Administration
,,,,,,,,5/15/24 16:02,5/15/24 16:02,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 17:47,5/15/24 17:47,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 14:49,5/15/24 14:49,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 19:20,5/14/24 19:20,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon: Cyber Monday $50 Credit Offer! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 14:50,5/15/24 14:50,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 17:58,5/15/24 17:58,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,My Retirement Investments Statement (Link),0.130435,46.0773,en,Business Administration
,,,,,,,,5/15/24 16:44,5/15/24 16:44,Student,Undergraduate-Continuing-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 13:53,5/14/24 13:53,Student,Undergraduate-New Freshman-Northfield Campus-College of Liberal Arts,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 20:41,5/15/24 20:41,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 19:18,5/14/24 19:18,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Facebook: Password Change (Link),0.0434783,46.0773,en,Business Administration
,,,,,,,,5/14/24 15:24,5/14/24 15:24,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,X: You got paid! (PDF Attachment),0,46.0773,en,Business Administration
5/15/24 20:14,,,,,,5/15/24 20:14,,5/15/24 20:02,5/15/24 20:02,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,Safari,17,ios,Thank you for your purchase! (Link),0.0869565,46.0773,en,Business Administration
,,,,,,5/15/24 18:24,,5/13/24 20:16,5/13/24 20:16,Student,Undergraduate-Transfer-Northfield Campus-College Professional Schools,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,5/14/24 21:50,,5/14/24 14:43,5/14/24 14:43,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Steam: Malware Alert (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 14:07,5/14/24 14:07,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 13:49,5/14/24 13:49,Student,Undergraduate-New Freshman-Northfield Campus-College Professional Schools,,,,Amazon: Work for Amazon Remotely (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 19:44,5/14/24 19:44,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 15:26,5/14/24 15:27,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 20:22,5/15/24 20:22,Student,Undergraduate-Readmitted Student-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Countdown Timer: You've only got three minutes (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 15:51,5/14/24 15:51,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 14:28,5/14/24 14:28,Student,Undergraduate-Transfer-Coll Grad & Continuing Studies-College Graduate Con Studies,,,,Terra: Let's go to the moon! (QR Code),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 12:15,5/15/24 12:15,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Business Administration
,,,,,,,,5/14/24 16:35,5/14/24 16:35,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 18:30,5/15/24 18:30,Student,,,,,Spirit: 50 Off Halloween Purchase Deal (Link),0.125,46.0773,en,Business Administration
,,,,,,,,5/15/24 19:29,5/15/24 19:29,Student,,,,,Gooogle: Resolve 2 security issues found on your Gooogle account (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 15:31,5/14/24 15:31,Student,,,,,"Subway: It's lunch time, are you getting hungry? (Link)",0,46.0773,en,Business Administration
,,,,,,,,5/15/24 15:52,5/15/24 15:52,Student,,,,,Twitter: Confirm your email address (Link),0,46.0773,en,Business Administration
,,,,,,,,5/13/24 17:43,5/13/24 17:43,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Business Administration
,,,,,,,,5/13/24 20:34,5/13/24 20:34,Student,,,,,Amazon: Recent Amazon AWS Outage (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 18:53,5/14/24 18:53,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 14:09,5/15/24 14:09,Student,,,,,Thank you for your purchase! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 15:13,5/14/24 15:13,Student,,,,,AT&T: Exciting News: Your Wireless Bill Has Been Revised! (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 19:10,5/15/24 19:10,Student,,,,,Facebook: Password Change (Link),0,46.0773,en,Business Administration
,,,,,,,,5/14/24 12:13,5/14/24 12:13,Student,,,,,My Retirement Investments Statement (Link),0.125,46.0773,en,Business Administration
,,,,,,5/13/24 20:47,,5/13/24 20:45,5/13/24 20:45,Student,,,,,Terra: Let's go to the moon! (QR Code),0.125,46.0773,en,Business Administration
,,,,,,,,5/13/24 17:29,5/13/24 17:29,Student,,,,,Amazon: A thank you gift from Jeff Bezos (Link),0,46.0773,en,Business Administration
,,,,,,,,5/15/24 17:58,5/15/24 17:58,Student,,,,,Amazon Prime: Protect yourself from scammers (Link),0,46.0773,en,Business Administration
,,,,,,5/13/24 19:38,,5/13/24 19:37,5/13/24 19:38,Student,,,,,X: You got paid! (PDF Attachment),0.25,46.0773,en,Business Administration
,,,,,,,,5/15/24 14:25,5/15/24 14:25,Student,,,,,Amazon Prime Day: Special deals and offers for Amazon Prime Day! (Link),0,46.0773,en,Business Administration
